tool,nl_prompt,cli_command_demo,simulated_output,safety_note
sqlmap,Show banner/version info option (no execution).,echo '--banner would retrieve DB banner (not run)',Banner retrieval explained (not executed).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Print sqlmap help and basic usage.,sqlmap --help,Help printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Run wizard mode interactively (no target).,sqlmap --wizard,Wizard prompts displayed (no network calls).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Explain how to set a target URL placeholder https://demo22.example.com/api (no run).,"echo 'Target would be https://demo22.example.com/api, but not executed.'",Target placeholder acknowledged (no action).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Demonstrate technique selection flags (no execution).,echo 'Techniques: BEUSTQ (doc only)',Technique flags explained (docs).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Show output directory structure in demo.,echo 'Output stored under ./output/demo24.example.com (demo)',Output dir structure example shown (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,List tamper scripts (help only).,sqlmap --list-tampers,Tamper scripts listed (names only).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Enable risk/level options explanation (no run).,echo 'risk/level explained (demo)',Risk/level options summarized (no attack).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Simulate crawling depth config (no run).,echo 'crawl depth shown (demo)',Crawl depth configuration explained.,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Explain --batch mode and what it does (no run).,echo '--batch described (demo)',Batch mode behavior described.,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Show banner/version info option (no execution).,echo '--banner would retrieve DB banner (not run)',Banner retrieval explained (not executed).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Print sqlmap help and basic usage.,sqlmap --help,Help printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Run wizard mode interactively (no target).,sqlmap --wizard,Wizard prompts displayed (no network calls).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Explain how to set a target URL placeholder https://demo32.example.com/api (no run).,"echo 'Target would be https://demo32.example.com/api, but not executed.'",Target placeholder acknowledged (no action).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Demonstrate technique selection flags (no execution).,echo 'Techniques: BEUSTQ (doc only)',Technique flags explained (docs).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Show output directory structure in demo.,echo 'Output stored under ./output/demo34.example.com (demo)',Output dir structure example shown (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,List tamper scripts (help only).,sqlmap --list-tampers,Tamper scripts listed (names only).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Enable risk/level options explanation (no run).,echo 'risk/level explained (demo)',Risk/level options summarized (no attack).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Simulate crawling depth config (no run).,echo 'crawl depth shown (demo)',Crawl depth configuration explained.,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Explain --batch mode and what it does (no run).,echo '--batch described (demo)',Batch mode behavior described.,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Show banner/version info option (no execution).,echo '--banner would retrieve DB banner (not run)',Banner retrieval explained (not executed).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Print sqlmap help and basic usage.,sqlmap --help,Help printed (usage only).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Run wizard mode interactively (no target).,sqlmap --wizard,Wizard prompts displayed (no network calls).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Explain how to set a target URL placeholder https://demo42.example.com/api (no run).,"echo 'Target would be https://demo42.example.com/api, but not executed.'",Target placeholder acknowledged (no action).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Demonstrate technique selection flags (no execution).,echo 'Techniques: BEUSTQ (doc only)',Technique flags explained (docs).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Show output directory structure in demo.,echo 'Output stored under ./output/demo44.example.com (demo)',Output dir structure example shown (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,List tamper scripts (help only).,sqlmap --list-tampers,Tamper scripts listed (names only).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Enable risk/level options explanation (no run).,echo 'risk/level explained (demo)',Risk/level options summarized (no attack).,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Simulate crawling depth config (no run).,echo 'crawl depth shown (demo)',Crawl depth configuration explained.,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Explain --batch mode and what it does (no run).,echo '--batch described (demo)',Batch mode behavior described.,Demo-only. Authorized environments/labs only. No unauthorized use.
sqlmap,Show banner/version info option (no execution).,echo '--banner would retrieve DB banner (not run)',Banner retrieval explained (not executed).,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,List established TCP connections on localhost.,ss -t state established,Established connections listed (sanitized endpoints).,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,Show listening ports only.,ss -ltn,Listening TCP ports displayed (numbers only).,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,Summarize connections by state.,ss -s,Socket summary by state printed.,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,Display process IDs for sockets (if permitted).,ss -pt  # may require privileges,Processes shown where allowed (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,Show IPv6 sockets in a demo environment.,ss -6 -a,IPv6 sockets enumerated (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,Print routing table snapshot (read-only).,netstat -rn,Routing table snapshot printed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,Resolve service names disabled.,ss -n,Service name resolution disabled; numeric only.,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,Filter for port 22 only.,ss -t '( sport = :22 )',Filtered view for port 22 (no sensitive data).,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,Show UDP sockets summary.,ss -u -a,UDP sockets summary shown.,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,Export snapshot to /lab/demo_9.out.,ss -a > /lab/demo_9.out,Snapshot exported to /lab/demo_9.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,List established TCP connections on localhost.,ss -t state established,Established connections listed (sanitized endpoints).,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,Show listening ports only.,ss -ltn,Listening TCP ports displayed (numbers only).,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,Summarize connections by state.,ss -s,Socket summary by state printed.,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,Display process IDs for sockets (if permitted).,ss -pt  # may require privileges,Processes shown where allowed (redacted).,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,Show IPv6 sockets in a demo environment.,ss -6 -a,IPv6 sockets enumerated (demo).,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,Print routing table snapshot (read-only).,netstat -rn,Routing table snapshot printed (sanitized).,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,Resolve service names disabled.,ss -n,Service name resolution disabled; numeric only.,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,Filter for port 22 only.,ss -t '( sport = :22 )',Filtered view for port 22 (no sensitive data).,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,Show UDP sockets summary.,ss -u -a,UDP sockets summary shown.,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,Export snapshot to /lab/demo_19.out.,ss -a > /lab/demo_19.out,Snapshot exported to /lab/demo_19.out.,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,List established TCP connections on localhost.,ss -t state established,Established connections listed (sanitized endpoints).,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,Show listening ports only.,ss -ltn,Listening TCP ports displayed (numbers only).,Demo-only. Authorized environments/labs only. No unauthorized use.
netstat_ss,Summarize connections by state.,ss -s,Socket summary by state printed.,Demo-only. Authorized environments/labs only. No unauthorized use.
